"Kanada - Maroko","2","",""
"Paragvaj - Francuska","2","",""
"Brazil - Norveška","1","",""
"Meksiko - Engleska","2","",""
"Portugal - Španjolska","2","",""
"SAD - Belgija","1","",""
"Argentina - Egipat","1","",""
"Švicarska - Kolumbija","1","",""
